emg0,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz
0.05698,0.14826,0.19681,9.81938,0.21820,-0.00737,-0.00694
0.06458,0.19564,0.21499,9.80367,0.26125,0.01495,0.02133
0.04334,0.15729,0.18348,9.80782,0.29017,0.00639,-0.00383
0.01244,0.17623,0.19524,9.83184,0.27060,-0.02509,-0.01741
0.01060,0.16640,0.19995,9.78131,0.22802,0.04228,-0.01685
0.04510,0.17651,0.18808,9.80592,0.22879,0.01044,-0.02729
0.01860,0.17114,0.20252,9.78613,0.22576,0.04074,0.01013
0.02753,0.18891,0.21574,9.78965,0.28149,0.00468,-0.00531
0.04508,0.17128,0.19270,9.81730,0.23675,0.02136,-0.00349
0.03725,0.18347,0.19304,9.79978,0.25331,0.03619,-0.00192
0.00731,0.17873,0.18611,9.81935,0.25860,-0.01079,-0.00046
0.04406,0.17225,0.20361,9.84541,0.25168,-0.01295,-0.04307
0.04823,0.17150,0.21535,9.78160,0.24262,0.00355,0.00350
0.01579,0.17119,0.20606,9.79067,0.23625,0.00968,0.02621
0.01520,0.17289,0.20656,9.82356,0.26524,0.03850,-0.00863
0.02747,0.16831,0.19520,9.81217,0.24917,-0.03355,0.04398
0.03688,0.17475,0.19611,9.80946,0.27859,-0.01784,0.04911
0.01703,0.18065,0.19244,9.82240,0.21273,0.00625,0.00906
0.00010,0.16185,0.19579,9.82071,0.22574,-0.01648,-0.02190
0.02961,0.17920,0.21111,9.80791,0.25162,-0.01190,-0.01022
-0.01701,0.18731,0.21061,9.83923,0.21998,0.00875,-0.02562
0.02134,0.16317,0.17745,9.75270,0.23980,0.02079,-0.00410
0.03971,0.17220,0.19397,9.80792,0.22672,-0.03423,-0.00757
0.03098,0.16792,0.20761,9.77835,0.24949,-0.00886,0.00856
0.02878,0.18486,0.18094,9.82232,0.26774,-0.00443,0.00743
0.02504,0.17059,0.19889,9.79257,0.23880,0.01665,0.01340
0.02285,0.15873,0.18470,9.84784,0.25778,-0.04021,-0.00012
0.02446,0.18308,0.20005,9.80138,0.24564,0.01953,-0.03948
0.01033,0.17384,0.21122,9.81418,0.21631,-0.00848,-0.00915
0.05002,0.18087,0.19714,9.79788,0.24088,-0.02310,0.00073
0.02488,0.17421,0.18914,9.82920,0.23423,0.01297,0.00313
0.04376,0.18215,0.19993,9.79873,0.22573,-0.02515,0.00023
0.05609,0.18852,0.20379,9.79974,0.23152,0.00753,-0.01505
0.01998,0.16876,0.18569,9.84563,0.25594,-0.00052,0.01536
0.00969,0.20367,0.18947,9.79817,0.24555,-0.00152,-0.01050
0.02674,0.17959,0.18693,9.83156,0.27683,0.00952,-0.00090
0.04118,0.19792,0.19612,9.80773,0.23347,-0.00768,-0.01930
0.00472,0.18025,0.20542,9.83529,0.22490,-0.01236,-0.01553
-0.00195,0.17966,0.19324,9.81457,0.22794,-0.00195,-0.00982
0.02887,0.18842,0.19900,9.82485,0.22260,-0.00195,-0.00483
0.00016,0.17784,0.19672,9.82636,0.22829,0.02984,0.00051
0.05738,0.17224,0.19912,9.81700,0.20332,-0.00236,0.01237
0.03107,0.19375,0.19594,9.80106,0.23705,0.00259,0.00505
0.02923,0.17754,0.19620,9.80109,0.23503,-0.00612,0.01765
-0.00354,0.17940,0.20488,9.78039,0.20598,0.03065,0.02026
-0.02109,0.20142,0.19514,9.82956,0.25534,-0.02894,-0.02120
-0.01035,0.18568,0.19320,9.82102,0.22967,-0.02310,0.01346
0.03357,0.18150,0.18960,9.82292,0.26342,0.00547,0.02845
-0.02683,0.19185,0.19410,9.80479,0.23649,-0.00127,0.01733
0.02119,0.17256,0.18500,9.79805,0.26243,-0.00412,-0.01282
0.05671,0.20044,0.20472,9.81016,0.25107,-0.00881,-0.01764
-0.01525,0.17799,0.20993,9.81966,0.25381,0.03242,0.02410
-0.01512,0.18158,0.19679,9.81632,0.23085,0.00490,0.02830
0.02918,0.20039,0.19983,9.78932,0.24527,-0.01707,0.01723
0.05052,0.19795,0.20257,9.80965,0.23132,0.02291,0.01472
0.02556,0.20129,0.20035,9.83875,0.24924,-0.00583,0.01339
0.03338,0.17750,0.19121,9.78115,0.23577,-0.00209,-0.00962
0.04101,0.19977,0.20875,9.76471,0.22422,0.02346,-0.00182
0.01408,0.20122,0.20858,9.80831,0.22089,-0.00989,-0.00827
0.02562,0.19837,0.19941,9.77885,0.24608,0.01296,0.03414
0.01570,0.19336,0.18545,9.78279,0.18767,0.01559,0.01760
0.07555,0.19923,0.20235,9.79051,0.18432,-0.00236,0.01161
0.06050,0.19940,0.20341,9.77659,0.20459,-0.01970,-0.00051
0.07367,0.18435,0.19244,9.86092,0.25032,-0.00405,0.01380
0.05134,0.19317,0.18780,9.79808,0.19055,-0.01111,-0.04549
0.04248,0.20693,0.19389,9.82781,0.20167,-0.04985,-0.02961
-0.01069,0.19093,0.18791,9.82395,0.24018,-0.02581,0.00320
0.00618,0.20253,0.20065,9.79622,0.24837,-0.02977,-0.00448
0.01872,0.19145,0.19032,9.81001,0.21535,-0.00346,0.01479
0.03408,0.18722,0.19622,9.80488,0.23053,-0.00856,0.02216
0.01676,0.19474,0.18332,9.81273,0.26151,0.00497,-0.01570
0.05266,0.19129,0.22241,9.79534,0.21655,0.02341,0.01517
0.03486,0.19995,0.17629,9.83121,0.18737,-0.00812,-0.02772
0.01161,0.19247,0.20033,9.75906,0.22223,0.01202,-0.00528
0.00848,0.18705,0.19525,9.78702,0.23642,0.01812,0.01932
0.00740,0.21085,0.19933,9.81955,0.22219,0.00580,0.02520
0.02346,0.18442,0.19684,9.78801,0.25197,-0.00583,0.01284
0.04210,0.20271,0.18533,9.82251,0.23626,0.00772,0.00410
0.04331,0.20142,0.21242,9.74375,0.21124,0.02517,-0.05042
0.00467,0.18899,0.20740,9.79442,0.18719,-0.03485,-0.00724
0.02644,0.20811,0.19266,9.79421,0.21939,0.03155,-0.01965
0.03333,0.18890,0.21657,9.82163,0.23164,0.02247,0.01147
0.03982,0.19833,0.19569,9.83731,0.23475,0.00591,-0.03958
0.04746,0.20740,0.18796,9.75770,0.22707,-0.02848,0.03081
0.00736,0.19151,0.19823,9.81570,0.22570,0.00701,-0.02458
0.03442,0.20820,0.18518,9.82825,0.21852,0.00151,-0.01147
0.01232,0.18851,0.18455,9.78331,0.20565,0.04119,0.02021
0.02208,0.19297,0.21048,9.82761,0.20272,0.00765,-0.01206
0.01181,0.20808,0.20342,9.81739,0.19692,0.01081,-0.00277
0.06587,0.19275,0.19463,9.79083,0.24475,-0.00793,-0.00965
0.01167,0.19204,0.18878,9.82611,0.21472,-0.00046,-0.04325
0.00073,0.21009,0.18995,9.80907,0.22690,0.03731,0.00434
0.05088,0.21461,0.18021,9.86859,0.19314,-0.02452,0.00609
0.03201,0.20512,0.19406,9.78716,0.21424,0.00915,-0.00514
0.02598,0.21067,0.19068,9.78364,0.22746,-0.00908,0.02489
0.02047,0.21048,0.19491,9.81086,0.21903,0.01415,-0.00137
0.01884,0.21506,0.20793,9.82605,0.20289,-0.01078,0.01324
0.04384,0.21680,0.20656,9.77683,0.23390,0.01917,-0.00346
0.05886,0.20666,0.19664,9.80497,0.21749,-0.01775,-0.01003
0.05377,0.19823,0.16058,9.79030,0.18337,0.00603,-0.00946
0.04878,0.20473,0.18748,9.78668,0.22233,-0.01883,0.01427
0.05581,0.19113,0.19117,9.80209,0.19509,-0.00193,0.02099
0.07878,0.22225,0.19241,9.79125,0.21837,0.00450,0.02269
0.01285,0.20876,0.20154,9.85206,0.20160,0.01724,-0.00592
0.04615,0.19993,0.20961,9.77271,0.21073,0.00795,-0.01346
0.04474,0.22019,0.18601,9.83180,0.22778,-0.02072,-0.03110
0.06107,0.19547,0.21170,9.78713,0.21700,-0.01873,-0.01438
0.02322,0.21138,0.19135,9.79919,0.22211,0.01750,-0.00205
0.01208,0.21424,0.18082,9.78732,0.21710,0.00290,0.01150
0.04588,0.20900,0.19029,9.80472,0.21024,-0.00411,-0.00610
0.01977,0.21963,0.21839,9.78910,0.19874,0.03167,0.00372
0.03309,0.21338,0.16576,9.82971,0.22168,-0.00906,0.01311
0.01512,0.21228,0.18983,9.80157,0.19991,-0.00296,-0.01808
0.01643,0.20600,0.19194,9.81632,0.22449,0.03787,-0.02086
0.01892,0.21957,0.20200,9.80576,0.20874,0.00500,-0.02313
0.00802,0.21113,0.18059,9.78730,0.23968,-0.02083,-0.01438
0.00652,0.22270,0.19881,9.81463,0.24751,0.00482,-0.01899
0.03084,0.19429,0.19400,9.80143,0.22665,0.01698,0.00434
0.06285,0.21885,0.18831,9.82175,0.24028,0.00644,-0.02547
0.04767,0.21250,0.19214,9.79389,0.20328,0.00883,-0.00887
0.02818,0.20371,0.19985,9.80517,0.24029,0.00065,-0.02064
0.01940,0.21355,0.18823,9.80482,0.20372,0.01722,-0.00901
0.00929,0.20385,0.18144,9.78072,0.22000,0.00731,0.01182
0.01367,0.22388,0.19029,9.78039,0.23695,0.04377,0.00874
0.01965,0.22301,0.19059,9.82303,0.21466,0.00486,0.00267
0.05399,0.21243,0.17974,9.80585,0.16927,-0.02775,0.01221
0.00231,0.21847,0.20932,9.81546,0.19295,0.02646,0.00567
0.03188,0.22047,0.20255,9.81332,0.21980,0.00002,0.03478
0.02490,0.20423,0.20347,9.77752,0.20412,0.00790,0.00363
0.04487,0.19558,0.18046,9.85196,0.20289,0.02693,0.01574
0.07556,0.21466,0.20551,9.81608,0.21188,-0.01331,0.04662
0.07846,0.21020,0.20035,9.78587,0.18886,-0.04886,-0.03162
0.02447,0.22676,0.19261,9.78421,0.21289,0.00980,0.00170
-0.02582,0.19243,0.19206,9.79704,0.18603,0.04569,-0.00278
0.03968,0.21668,0.19967,9.79289,0.17279,0.04112,0.02129
0.00362,0.23382,0.19234,9.85815,0.18746,-0.04006,-0.01335
0.03715,0.22201,0.19034,9.81443,0.21952,-0.00856,-0.00790
0.04452,0.21036,0.18807,9.78639,0.20691,-0.02488,0.02215
0.03964,0.18886,0.19659,9.84216,0.18003,-0.05759,0.00333
0.03980,0.22517,0.19222,9.80691,0.21094,-0.02173,-0.02286
0.02082,0.21611,0.18946,9.84062,0.19909,-0.02962,0.00759
0.02179,0.23162,0.18887,9.83451,0.20176,0.02518,0.00182
0.05590,0.21132,0.20391,9.81763,0.23306,-0.02729,0.02822
0.02791,0.22425,0.18872,9.80339,0.21544,0.00931,0.00190
0.04762,0.23516,0.21518,9.83136,0.23148,0.01047,0.02108
0.05897,0.21029,0.19187,9.77551,0.19396,0.02444,-0.01836
0.02738,0.23743,0.20184,9.78211,0.20570,-0.01717,0.00559
-0.01723,0.21211,0.19497,9.81400,0.23030,0.02775,0.01297
0.02922,0.21733,0.19006,9.81355,0.18246,-0.01073,-0.02048
0.05216,0.21504,0.19183,9.83753,0.20794,0.00956,0.00644
0.01697,0.20411,0.18657,9.82072,0.20531,0.00238,0.01730
0.02059,0.23622,0.19357,9.83151,0.21217,-0.01442,-0.04435
0.00046,0.22310,0.19698,9.80590,0.17028,0.02891,-0.01136
0.02205,0.22657,0.21390,9.82603,0.19469,-0.00139,-0.02716
0.03802,0.22238,0.20076,9.78656,0.16434,-0.00550,0.01404
0.01609,0.21935,0.19623,9.80591,0.17788,-0.03397,-0.01035
0.06450,0.21572,0.19293,9.76029,0.21599,-0.00403,-0.01181
0.01360,0.21332,0.18372,9.80047,0.18667,-0.01323,-0.01428
0.05955,0.21513,0.19832,9.80895,0.21431,0.03676,0.00002
0.02792,0.23370,0.21746,9.81236,0.21850,-0.00745,0.02119
0.02500,0.22479,0.19608,9.79556,0.21131,-0.01861,-0.00744
0.01829,0.21505,0.18923,9.82081,0.18319,0.00695,0.00400
-0.00448,0.22198,0.18736,9.80838,0.15956,-0.03347,0.02040
0.01346,0.23935,0.18896,9.79925,0.18630,-0.00899,0.00633
0.03182,0.22767,0.19911,9.80619,0.22666,-0.00209,-0.01441
0.00124,0.22652,0.18805,9.84320,0.21716,-0.00029,0.00461
0.02300,0.22969,0.19379,9.81124,0.18688,-0.01284,0.00244
0.05564,0.20962,0.20711,9.83371,0.19434,0.03435,-0.03064
0.02748,0.21039,0.19896,9.75376,0.18624,-0.02981,0.00514
0.01188,0.23996,0.21748,9.82233,0.17824,-0.00200,-0.00858
0.03145,0.23222,0.18945,9.83148,0.21148,-0.00546,0.01080
0.04906,0.23998,0.19766,9.81033,0.19742,-0.02221,-0.01586
0.00673,0.23062,0.19838,9.77603,0.16096,0.02801,-0.00053
-0.00233,0.21626,0.19604,9.79998,0.19810,0.05623,0.00807
0.00652,0.22274,0.19715,9.80298,0.17411,0.02836,0.03205
0.01412,0.23230,0.19256,9.79774,0.19840,0.01704,-0.00177
0.02399,0.24032,0.18816,9.82054,0.19573,-0.00443,0.01500
0.05453,0.22975,0.19001,9.81883,0.22966,0.00463,0.00240
0.02205,0.22320,0.18420,9.79147,0.20597,-0.02532,0.00039
0.02078,0.24311,0.20398,9.82557,0.22447,0.01545,0.02788
0.05067,0.22601,0.19503,9.77568,0.17299,-0.01336,-0.02046
0.03533,0.24039,0.19158,9.80526,0.20143,-0.00581,-0.04194
0.01967,0.23225,0.19123,9.76590,0.17185,-0.01658,0.00967
0.04327,0.22439,0.19827,9.81193,0.17232,0.04538,0.00876
0.03454,0.22536,0.19328,9.79508,0.18546,-0.00886,-0.00890
0.02934,0.23440,0.18848,9.79560,0.15897,0.00759,0.00895
0.01230,0.22489,0.19979,9.84921,0.24745,-0.01746,0.00653
0.04215,0.23209,0.18275,9.83453,0.15767,0.01359,-0.02000
0.00521,0.23510,0.17179,9.80869,0.23753,-0.01903,0.00652
0.06355,0.23170,0.16299,9.80300,0.18069,0.01601,0.00692
0.05439,0.24010,0.18071,9.80588,0.21079,-0.04280,-0.01581
0.03787,0.23591,0.20063,9.82462,0.17269,-0.00719,0.00329
0.01885,0.24815,0.18642,9.80414,0.14998,0.01741,0.03308
-0.00305,0.22421,0.18745,9.80048,0.18146,-0.02602,0.00598
0.04134,0.22391,0.20947,9.77517,0.20439,0.00980,-0.01047
0.03216,0.23392,0.19609,9.79065,0.18191,0.00546,-0.01103
0.02725,0.23570,0.19756,9.80769,0.16365,-0.02534,0.00901
0.03303,0.24354,0.19019,9.81656,0.20574,0.01291,0.01923
0.02371,0.21843,0.19417,9.81735,0.19062,-0.02155,-0.00842
0.04376,0.24900,0.19368,9.79502,0.21356,0.01507,-0.02022
0.05836,0.23127,0.18509,9.79981,0.19634,-0.00368,-0.00246
0.05174,0.23543,0.20511,9.80866,0.18532,0.00481,0.00554
0.01407,0.23773,0.17476,9.81510,0.18560,0.04339,-0.01442
0.04248,0.23556,0.19262,9.80088,0.17680,0.00132,0.00633
0.04515,0.22968,0.19316,9.77782,0.18395,0.01955,0.02404
-0.01004,0.23026,0.20016,9.81330,0.17264,0.03449,-0.00487
0.03018,0.24779,0.19478,9.80478,0.21850,-0.02140,-0.03376
0.03505,0.22744,0.19540,9.82944,0.18843,-0.00134,-0.01605
0.06775,0.24302,0.20509,9.76590,0.19091,0.01494,0.00203
0.02086,0.24736,0.19931,9.82540,0.16187,0.02247,0.00479
0.08517,0.24429,0.18123,9.84042,0.14919,0.00194,-0.00449
0.02948,0.24488,0.20587,9.79239,0.19457,0.01029,0.02670
0.02702,0.24057,0.20152,9.84047,0.22097,0.01508,-0.00960
0.03420,0.24505,0.17682,9.80078,0.18827,-0.01307,-0.00678
-0.00434,0.26733,0.19341,9.83847,0.21349,0.01516,-0.00870
0.04124,0.23874,0.18566,9.84750,0.17145,-0.03371,0.01509
0.01319,0.21878,0.20229,9.84661,0.14723,-0.00518,0.03437
0.03172,0.25642,0.18810,9.79980,0.16235,-0.00593,0.00341
0.05609,0.23682,0.18357,9.78275,0.17479,-0.00458,-0.01881
0.02970,0.24169,0.19498,9.81480,0.17512,-0.00346,-0.00257
0.05776,0.25846,0.19283,9.85188,0.19290,0.04002,-0.00362
0.01967,0.25179,0.19426,9.83037,0.20553,0.00847,-0.01266
0.04518,0.24156,0.18064,9.76966,0.16721,0.00558,-0.02360
0.03129,0.23985,0.20612,9.80937,0.14743,0.01988,-0.02253
0.02537,0.25063,0.19655,9.79633,0.18308,0.01043,-0.01965
0.02260,0.24080,0.18850,9.80882,0.18305,-0.01922,-0.00168
0.02870,0.25752,0.18812,9.82363,0.18764,-0.01196,0.00381
0.02958,0.23698,0.18670,9.81426,0.15612,-0.04072,0.00917
-0.01178,0.25201,0.20115,9.79413,0.18982,-0.02641,0.02356
0.04890,0.24101,0.18144,9.83332,0.19295,-0.01353,-0.00614
0.03145,0.25111,0.20817,9.79494,0.17890,0.00254,-0.02160
0.04165,0.24813,0.19800,9.83670,0.16975,0.02215,0.01540
-0.00458,0.25027,0.18896,9.79072,0.15775,-0.00687,0.00435
0.03384,0.25765,0.18458,9.79254,0.17229,-0.00564,0.01737
0.03946,0.25433,0.18210,9.81884,0.15469,0.00556,-0.00304
0.04052,0.25903,0.18213,9.79029,0.13952,-0.01977,0.00971
0.05216,0.24986,0.19202,9.80415,0.18650,-0.00542,0.00516
0.01200,0.24350,0.20407,9.83305,0.16410,0.02419,-0.03049
0.02860,0.25886,0.20409,9.76931,0.12467,-0.03039,0.00313
0.05941,0.24590,0.18706,9.79898,0.10275,-0.01035,-0.00640
0.04026,0.23283,0.19206,9.79742,0.16726,-0.02427,-0.01993
0.04878,0.24714,0.19027,9.80289,0.18700,-0.02926,0.02068
0.02488,0.23414,0.18851,9.82337,0.16684,-0.00698,0.03465
0.00655,0.24725,0.20898,9.81117,0.14806,0.02696,-0.00363
0.01703,0.24347,0.20170,9.78916,0.12575,0.00843,-0.02755
0.00002,0.23300,0.18495,9.80584,0.16909,-0.02021,-0.00177
-0.01395,0.24701,0.18513,9.79668,0.16126,-0.01414,-0.03295
0.00961,0.26965,0.19324,9.81494,0.19184,-0.00288,0.01427
0.00493,0.23235,0.18245,9.81030,0.13226,-0.00200,0.00466
0.01269,0.24926,0.17027,9.82460,0.16671,0.01659,0.02670
0.06106,0.25863,0.18807,9.83268,0.16632,-0.01299,-0.00000
0.04003,0.23751,0.19456,9.79902,0.18808,-0.02680,0.02781
0.00757,0.24810,0.18271,9.80450,0.13826,0.04640,0.00120
0.02853,0.24772,0.19064,9.81127,0.13245,-0.00378,-0.01004
0.04862,0.25721,0.18811,9.81569,0.17620,-0.00908,0.01957
0.02798,0.25705,0.20752,9.81267,0.14720,-0.00120,-0.01032
0.03340,0.24853,0.18578,9.81025,0.16804,-0.01378,-0.01188
0.04375,0.25931,0.19146,9.80155,0.17985,0.00699,0.01162
0.05708,0.25932,0.18029,9.79711,0.14800,0.01299,-0.02880
-0.01763,0.24594,0.19397,9.78762,0.18392,0.02697,0.01968
0.01780,0.24551,0.17913,9.79582,0.16189,0.00651,0.03920
0.05055,0.24686,0.18894,9.78188,0.16834,-0.04016,-0.00475
0.03069,0.24568,0.20247,9.82632,0.18799,-0.00827,-0.00637
0.03279,0.23627,0.18687,9.83573,0.16405,-0.02380,-0.01678
0.04568,0.22699,0.18549,9.79640,0.16933,0.01045,-0.02462
0.00620,0.25996,0.18644,9.80595,0.15255,-0.00687,0.02371
0.01860,0.24392,0.18738,9.77504,0.14374,0.02236,0.04469
0.04554,0.26507,0.19477,9.79066,0.12658,0.00105,0.03106
0.06147,0.26540,0.18533,9.82127,0.15556,0.01457,0.01985
0.01505,0.25086,0.18980,9.79414,0.11516,-0.01890,-0.01611
0.07318,0.26333,0.19243,9.81216,0.15609,0.02028,-0.00173
0.01356,0.26366,0.19027,9.80800,0.14362,-0.03550,-0.02519
0.07172,0.25611,0.20890,9.79622,0.16472,-0.01453,0.01317
0.01949,0.24522,0.19712,9.82824,0.18758,-0.01749,0.03912
0.09210,0.25770,0.19626,9.84182,0.15627,-0.02135,0.00179
0.06942,0.26264,0.18384,9.82113,0.15931,-0.02643,-0.01124
0.03595,0.24524,0.18984,9.80212,0.16242,-0.02080,-0.01605
0.04237,0.26759,0.18270,9.82336,0.11480,0.04105,-0.02842
0.00542,0.24084,0.19511,9.83034,0.17675,0.05707,-0.00591
0.03049,0.25717,0.19663,9.80451,0.11867,0.00567,0.00782
0.03203,0.25909,0.18504,9.82735,0.15665,0.00401,-0.02214
-0.00155,0.25987,0.17093,9.83422,0.15520,-0.01577,0.04416
0.04745,0.25511,0.18054,9.83098,0.15839,0.00317,0.00569
0.05483,0.24415,0.19232,9.81808,0.11042,-0.00137,-0.00186
0.03393,0.25848,0.19194,9.81947,0.15704,-0.00960,-0.00624
0.03393,0.25038,0.18974,9.78806,0.16079,-0.03791,-0.00463
0.02636,0.26317,0.19090,9.74646,0.14985,0.00188,-0.01462
0.01927,0.25286,0.19232,9.79169,0.12679,-0.02617,0.00904
0.03503,0.25307,0.20892,9.81038,0.12275,-0.02277,0.02144
0.05398,0.27453,0.21603,9.81341,0.11841,0.00952,0.02944
0.00902,0.27115,0.18615,9.83046,0.14081,0.03441,-0.01947
0.02407,0.26351,0.18754,9.79357,0.15100,-0.03291,-0.00262
-0.00568,0.25122,0.20622,9.82074,0.16855,-0.01760,-0.03340
0.02302,0.26213,0.18652,9.81469,0.14263,0.01281,0.00869
0.04446,0.24914,0.17732,9.83715,0.13621,-0.00263,-0.00976
0.06072,0.27052,0.20358,9.79480,0.18618,-0.00872,-0.00512
0.01460,0.27323,0.18755,9.82423,0.13660,-0.03877,0.01915
0.03281,0.26563,0.20859,9.82554,0.13037,0.01208,0.04640
0.04133,0.24970,0.19734,9.83474,0.13137,0.01012,0.02097
0.02096,0.25377,0.17937,9.77539,0.14086,-0.00912,0.02335
0.03403,0.24088,0.20017,9.82698,0.16547,0.02697,-0.01210
0.00961,0.24056,0.18232,9.79912,0.16364,-0.00856,-0.03549
0.05351,0.26414,0.18089,9.85965,0.14266,0.00950,-0.02088
0.04933,0.25786,0.18883,9.79159,0.10716,-0.03731,0.02083
0.05717,0.27153,0.19840,9.81299,0.11206,0.00252,0.00507
0.03770,0.27642,0.20424,9.79291,0.13504,0.00651,-0.02190
-0.00496,0.26783,0.20794,9.79066,0.12718,0.02302,0.00962
-0.01283,0.25845,0.16155,9.83074,0.14616,0.00157,0.00139
0.01279,0.26788,0.17909,9.78091,0.14691,0.00799,-0.00807
0.03726,0.26163,0.20214,9.83263,0.09471,0.00805,0.02981
0.02774,0.26459,0.19578,9.79747,0.17155,-0.01178,0.00333
0.03665,0.25898,0.17503,9.81064,0.14452,0.03552,-0.03268
0.06081,0.25966,0.18496,9.83590,0.13350,0.02475,0.02891
0.04119,0.25036,0.19032,9.81872,0.15012,0.01606,-0.00841
0.00420,0.26650,0.19161,9.84138,0.15940,-0.02638,-0.02251
0.01322,0.26422,0.19475,9.81781,0.11203,-0.03405,-0.03139
0.05642,0.26193,0.18653,9.79447,0.11704,-0.04015,0.02477
0.04557,0.26602,0.16837,9.81003,0.11099,-0.02504,-0.00110
0.02363,0.27384,0.20114,9.82563,0.14566,0.00174,-0.02485
0.02532,0.25039,0.19177,9.82294,0.14329,-0.02912,0.02224
0.01584,0.26373,0.19024,9.79995,0.12116,-0.01654,0.00720
0.03947,0.26238,0.19146,9.76458,0.14943,0.03136,-0.00989
0.04278,0.26316,0.17963,9.80388,0.14508,-0.00788,-0.01591
0.03419,0.26979,0.19125,9.76973,0.12281,0.00995,-0.02264
0.04589,0.28002,0.21091,9.79099,0.13793,0.02089,0.02412
0.04725,0.26513,0.20349,9.83201,0.14207,0.00397,0.01321
0.00235,0.25479,0.21013,9.78192,0.11016,-0.01780,-0.02097
0.05871,0.26289,0.20965,9.83039,0.06531,0.00447,-0.03196
0.00264,0.26471,0.17656,9.81037,0.14852,-0.03703,-0.02020
0.04824,0.27747,0.22073,9.81179,0.15213,0.00562,0.00061
0.02574,0.24942,0.19505,9.81951,0.11008,0.00152,0.02553
0.00978,0.24304,0.19835,9.82240,0.12421,-0.00698,-0.01692
0.03826,0.27795,0.17979,9.83177,0.13238,0.00557,-0.04034
0.03193,0.25842,0.17889,9.81630,0.13348,-0.00589,0.01411
0.00481,0.26085,0.19625,9.83359,0.11985,0.00971,-0.03384
0.04133,0.25702,0.21537,9.82628,0.10865,-0.03725,0.01463
0.04583,0.26420,0.19731,9.80305,0.12462,-0.00342,-0.01310
0.04514,0.27341,0.16921,9.81638,0.08258,-0.02440,0.00826
0.05378,0.26396,0.19895,9.80316,0.11186,0.01697,0.00714
0.01950,0.26804,0.18887,9.78083,0.10975,-0.00341,-0.02601
0.01865,0.27767,0.17044,9.84865,0.14251,-0.00789,0.00214
0.02998,0.29360,0.19882,9.82020,0.11752,-0.02214,0.01715
0.01667,0.26238,0.21806,9.79972,0.12200,-0.01237,0.01779
0.03248,0.27314,0.19763,9.79951,0.15153,-0.00933,-0.01558
0.04404,0.26365,0.20448,9.79741,0.08759,-0.01603,0.00574
0.02196,0.26407,0.19185,9.83297,0.15715,-0.00627,0.01785
0.03415,0.28161,0.21221,9.80610,0.10710,0.03770,-0.00641
0.02999,0.26541,0.19277,9.81578,0.11837,0.00950,-0.00083
0.04462,0.27911,0.19443,9.79926,0.13822,-0.01154,-0.00295
0.04192,0.26589,0.18692,9.81004,0.10477,0.00458,0.03275
0.04515,0.26331,0.20616,9.79367,0.12400,0.05275,-0.01936
0.04776,0.28144,0.20151,9.79807,0.10877,-0.03010,0.00887
0.02510,0.26770,0.20197,9.82175,0.10215,0.00562,0.00369
0.02197,0.26795,0.19991,9.80365,0.14463,0.00351,-0.02811
0.02765,0.26512,0.19199,9.79874,0.14441,0.04100,-0.01523
0.04929,0.28758,0.18587,9.82411,0.11512,0.01817,0.04033
0.01189,0.27054,0.18172,9.84605,0.11703,-0.00870,0.03514
0.00630,0.28203,0.20095,9.83045,0.12998,0.00703,-0.03970
0.05099,0.29562,0.20268,9.81033,0.10924,-0.03736,0.02389
-0.00213,0.26717,0.19261,9.79915,0.12509,0.01805,-0.00554
0.03784,0.27707,0.18508,9.78921,0.10886,0.00138,0.00023
0.05936,0.26776,0.17806,9.81500,0.13278,-0.01297,-0.03048
0.02390,0.27900,0.19789,9.81743,0.11585,-0.00073,-0.02637
0.05101,0.26293,0.17717,9.81462,0.13320,0.01637,-0.03440
0.00229,0.28165,0.19553,9.81779,0.10777,0.00827,0.01365
0.04356,0.26871,0.18932,9.83380,0.13693,-0.00936,0.00131
0.00518,0.27401,0.17983,9.83605,0.08746,-0.00673,-0.01553
0.03217,0.26982,0.17603,9.79205,0.13802,0.00196,-0.01609
0.04170,0.27808,0.18987,9.81798,0.12517,0.01609,0.03950
0.04536,0.26367,0.17993,9.80493,0.11345,-0.00983,-0.00773
0.04152,0.28462,0.18703,9.80284,0.13020,0.01717,-0.03833
0.03449,0.26554,0.19171,9.80532,0.11779,-0.01303,0.00689
0.01312,0.27855,0.19604,9.83698,0.12628,0.00171,-0.00786
0.03851,0.27205,0.20612,9.83225,0.10435,-0.00059,0.01121
0.02737,0.26687,0.17772,9.81908,0.06684,0.01190,0.04135
0.01535,0.27883,0.20578,9.77069,0.12798,-0.00585,0.01256
0.05680,0.27616,0.20524,9.83134,0.12532,0.01394,0.00123
0.01218,0.29677,0.16602,9.79754,0.12086,0.00807,-0.03136
0.02517,0.26672,0.18651,9.82219,0.10581,-0.01196,0.01546
0.02280,0.28084,0.19735,9.80901,0.11700,0.00691,0.00241
0.00057,0.28478,0.19447,9.82220,0.11910,-0.01397,-0.01020
0.02043,0.28070,0.18725,9.84806,0.11065,0.00704,0.01231
0.01627,0.29217,0.22517,9.80058,0.10786,-0.02713,0.01113
0.03012,0.28457,0.18829,9.80501,0.15616,-0.02497,0.04995
0.04667,0.25151,0.17501,9.83736,0.13309,-0.00251,-0.01596
0.02250,0.27303,0.19571,9.78214,0.08763,0.01333,-0.01623
