emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,emg13,emg14,emg15,emg16,emg17,emg18,emg19,emg20,emg21,emg22,emg23,emg24,emg25,emg26,emg27,emg28,emg29,emg30,emg31
0.33039,0.38593,0.04870,0.42197,0.02477,0.04147,0.07813,0.70053,0.02065,0.01302,0.02128,0.02992,0.03083,0.27745,0.02277,0.05977,0.51049,0.00816,0.02465,0.01057,0.04189,0.00545,0.28854,0.03109,0.00035,0.73526,0.63947,0.31847,0.26771,0.05532,0.26725,0.36829
0.63260,0.75941,0.02332,0.54734,0.03848,0.01966,0.00500,0.65171,0.05772,0.01872,0.01132,0.04664,0.04625,0.37874,0.04518,0.03637,0.44432,0.00234,0.04104,0.01913,0.05848,0.01298,0.68311,0.04055,0.04065,0.54857,0.72674,0.58134,0.27939,0.06507,0.27742,0.34944
0.30710,0.48610,0.04189,0.57048,0.04620,0.00358,0.00690,0.57918,0.03694,0.02563,0.00965,0.01518,0.04705,0.35523,0.00806,0.02780,0.62974,0.01728,0.04115,0.00882,0.02888,0.08574,0.69829,0.00642,0.02411,0.26250,0.39897,0.70480,0.59168,0.03728,0.31700,0.62064
0.32782,0.51714,-0.00743,0.75551,0.06245,0.01435,0.01211,0.56465,0.04247,0.02612,0.02693,0.07117,0.01776,0.64959,0.03606,0.04364,0.32402,0.04340,0.01939,-0.00122,0.01627,0.04556,0.59746,0.02694,0.01406,0.32355,0.59576,0.32743,0.52141,0.04386,0.66322,0.42539
0.46517,0.30861,0.05735,0.51963,0.05745,0.01746,0.01637,0.39884,0.02735,0.02996,0.01284,0.04108,0.01491,0.32023,0.01843,0.04211,0.49893,0.01780,0.03241,0.03544,0.00207,0.02063,0.31109,0.00716,-0.01038,0.39873,0.36974,0.70957,0.68135,0.02578,0.38499,0.38379
0.70145,0.63844,0.01608,0.31948,0.02941,0.01100,0.03167,0.70083,0.03627,0.00124,0.02069,0.02497,0.03684,0.68510,0.03446,0.06540,0.34682,0.05618,0.00735,0.06162,0.01948,0.02261,0.70616,0.06152,0.03433,0.45206,0.40136,0.71200,0.73962,0.00652,0.44160,0.57001
0.57286,0.29263,0.02111,0.42998,0.07372,0.02512,0.03824,0.64073,0.05015,0.05389,0.03724,0.03174,0.04830,0.32490,0.02346,0.01189,0.72066,0.05405,0.02266,0.03713,0.02374,0.02968,0.70205,0.04817,0.00510,0.34809,0.45367,0.27054,0.68886,-0.00728,0.44708,0.59423
0.49583,0.32630,0.02889,0.65050,0.03509,0.01621,0.04555,0.29798,0.02668,0.03983,0.03684,0.01347,0.04916,0.48317,0.05080,0.01865,0.22528,0.03249,0.01661,0.02357,-0.01726,0.02571,0.42970,0.03878,0.05404,0.36360,0.45628,0.54173,0.25756,0.06095,0.59050,0.34443
0.34680,0.71532,0.03405,0.32526,-0.01550,0.06158,0.04275,0.38802,0.04678,0.04225,0.05893,0.03375,0.04229,0.64750,0.02494,0.05162,0.62849,0.04259,0.04781,-0.00500,0.01440,0.01248,0.55309,0.00841,0.05200,0.43626,0.50847,0.69622,0.67189,0.01708,0.58237,0.60905
0.27560,0.66432,0.05347,0.67071,0.03250,0.01978,-0.02916,0.43517,-0.00320,0.06233,0.06606,0.01933,0.04169,0.61170,0.03158,-0.00111,0.33386,0.02834,0.02587,0.02552,0.01498,0.02943,0.52092,0.04339,0.04936,0.69132,0.45570,0.34778,0.48946,0.00139,0.26679,0.35528
0.29591,0.61768,0.01572,0.77194,0.06775,0.01566,0.06941,0.51211,0.00735,0.00448,0.01566,0.04259,0.02917,0.70255,0.05539,0.02343,0.63055,0.01272,0.04155,0.00959,0.02823,0.00538,0.42893,0.03931,0.01763,0.61489,0.73377,0.51472,0.39557,-0.00944,0.44915,0.56354
0.71885,0.28672,0.05433,0.29117,-0.00443,0.05533,-0.01110,0.28051,0.06411,-0.00482,0.02345,0.01434,0.02334,0.53746,0.03678,0.02215,0.58534,-0.01441,0.02248,0.01293,0.05734,0.03099,0.50213,0.01720,0.05696,0.36130,0.23826,0.73256,0.24586,0.05259,0.53850,0.30099
0.63365,0.25451,0.02156,0.65468,0.04446,0.02483,0.02295,0.28940,-0.03692,0.01090,0.01268,0.04277,0.02172,0.53706,0.03188,0.03344,0.72592,0.06317,0.01991,0.00199,-0.00973,0.07012,0.39129,0.03838,0.03136,0.42954,0.61296,0.60575,0.66030,0.01855,0.38634,0.67511
0.60198,0.44505,0.02967,0.51512,0.06145,0.02724,0.05250,0.46723,0.02314,0.03525,0.06027,0.04952,0.03150,0.47566,0.04266,0.04296,0.25231,0.04493,0.01702,0.05268,0.04378,-0.01464,0.27814,0.01956,0.02513,0.58494,0.24505,0.39851,0.48469,0.03707,0.53705,0.38789
0.57988,0.69518,0.01231,0.52153,0.02045,0.00043,-0.01126,0.69417,0.04769,0.03921,0.00365,0.05220,0.01344,0.57421,0.01817,0.03662,0.39152,0.03236,0.03474,-0.00038,0.01154,0.04365,0.56446,0.02181,0.02839,0.71092,0.60958,0.58607,0.74607,0.02887,0.63930,0.34118
0.44401,0.47819,0.04842,0.71118,0.00975,0.01163,0.01423,0.38460,0.05548,0.05155,0.05825,0.03709,0.03177,0.31109,0.03148,0.00545,0.49730,0.02858,0.05329,0.02696,0.00452,0.05617,0.67896,0.02648,0.03623,0.24998,0.65704,0.70777,0.44395,0.02457,0.53403,0.36871
0.47859,0.32662,0.04622,0.47126,0.04480,0.05450,0.02899,0.26431,0.04824,0.03395,0.05358,0.02751,0.03355,0.35931,0.04941,-0.00527,0.68618,0.01510,0.04345,0.03538,0.02542,0.02020,0.32889,-0.00269,0.02511,0.61918,0.58481,0.46380,0.34098,0.03662,0.53270,0.59809
0.72291,0.33101,0.04563,0.33603,0.06357,0.05423,0.02991,0.60042,0.02002,0.01694,0.03340,0.07776,0.04444,0.30998,0.01746,0.04124,0.56798,0.01733,0.02522,0.04394,0.04372,0.01452,0.72217,0.01322,0.00215,0.71100,0.52041,0.58945,0.27754,0.00082,0.63156,0.68828
0.69584,0.61324,0.01348,0.70668,0.02954,0.04252,0.03002,0.24843,0.06390,-0.00564,0.05453,0.05213,0.04676,0.52466,0.04885,0.01853,0.67150,0.01644,0.05753,0.02110,-0.00359,0.05364,0.34097,0.03152,0.07142,0.65507,0.31037,0.25426,0.52320,0.04157,0.71444,0.36451
0.59491,0.42201,0.03804,0.62627,0.03315,0.05863,0.07556,0.46476,0.05769,0.06548,-0.00533,0.03227,0.01834,0.58293,0.02042,0.06243,0.62529,0.02808,-0.00391,0.03722,0.04768,-0.00223,0.39153,-0.01410,0.02755,0.49748,0.59645,0.49521,0.70842,0.03992,0.73127,0.46276
0.45546,0.37803,0.01995,0.25577,0.02631,0.02879,-0.00881,0.59379,0.00313,0.07081,0.06476,0.03592,0.01174,0.35499,0.01692,0.02428,0.68204,0.03622,-0.02889,0.05203,0.03091,0.03989,0.32933,0.03115,0.04965,0.56943,0.39998,0.72770,0.54700,-0.00904,0.42694,0.69597
0.49174,0.34373,0.02496,0.47390,0.03780,-0.03884,0.04586,0.65615,0.05046,0.03579,0.06575,0.02155,0.08311,0.34766,0.00208,-0.02782,0.65671,0.00429,0.04345,0.01953,0.00304,0.02228,0.74106,0.05587,0.03485,0.59596,0.40692,0.37016,0.27461,0.06298,0.55333,0.25993
0.43159,0.32893,0.03789,0.26877,0.05527,0.04369,0.07857,0.62080,0.01945,0.03265,0.00810,0.04391,0.02476,0.44609,0.02243,0.00421,0.40677,0.06411,0.02045,0.05299,0.02810,0.04422,0.54426,0.04315,0.03827,0.52383,0.62997,0.73270,0.37192,0.04680,0.38623,0.70061
0.68699,0.63668,0.03350,0.43384,0.00447,0.04700,0.02039,0.67857,0.08199,0.00210,-0.00815,-0.01699,0.03488,0.55068,0.04219,0.03693,0.34623,0.02994,0.01385,0.02113,0.03922,0.03057,0.41649,-0.00186,0.10017,0.46271,0.24180,0.49733,0.53883,0.03510,0.45283,0.75916
0.70895,0.26880,0.05282,0.53414,0.07019,0.08549,0.05234,0.70835,0.05626,0.02168,0.02001,0.00845,0.03460,0.35745,0.05057,0.05785,0.22235,0.00711,0.07282,0.00317,0.08211,0.03011,0.69659,0.08112,0.01548,0.32879,0.46488,0.40247,0.66328,0.01728,0.65327,0.49484
0.29437,0.72573,0.01539,0.70051,0.03126,0.03781,0.00381,0.64341,0.00719,0.04875,0.04539,0.01408,-0.00152,0.71908,0.03237,0.00534,0.61892,0.04942,0.01148,0.02874,0.04114,0.03518,0.68063,0.02584,0.02080,0.35358,0.37167,0.32690,0.36034,0.07963,0.53625,0.27366
0.55358,0.66441,0.05027,0.24781,0.05121,0.03346,0.04798,0.42109,0.03658,0.06133,0.02290,0.03818,0.03369,0.30771,0.03419,0.01539,0.50260,-0.00038,0.07297,0.02137,0.04129,0.00930,0.54765,0.05385,0.00843,0.38488,0.69709,0.42847,0.37645,0.01395,0.48008,0.48347
0.39759,0.47748,0.00665,0.44685,0.01271,0.02459,-0.01264,0.38207,0.02027,0.01702,0.04544,0.02514,0.04071,0.30124,0.07297,0.02213,0.66804,0.01257,0.04073,0.02976,0.01922,0.04639,0.31388,0.03797,0.02189,0.49906,0.32888,0.36945,0.26150,0.03896,0.53122,0.59073
0.46299,0.69725,0.04888,0.33121,0.03405,0.01089,0.02331,0.48781,0.06148,0.06384,0.03619,0.05174,0.03261,0.28516,0.05649,0.02225,0.60834,0.05055,0.02493,0.02827,0.06447,0.06361,0.43197,0.02652,0.01714,0.57585,0.73666,0.52361,0.28541,0.01359,0.64558,0.31520
0.71871,0.31692,0.04735,0.50908,0.06012,0.00727,0.05261,0.42916,0.03990,0.03217,0.02859,0.01837,0.00926,0.61363,0.01324,0.04457,0.39096,0.05300,0.02312,0.00972,0.04077,0.03713,0.53262,0.06166,0.07296,0.55465,0.61901,0.28981,0.56614,0.02928,0.26206,0.71570
0.37860,0.48822,0.00416,0.40911,0.04543,0.03714,0.01480,0.40915,0.00553,0.04116,0.03200,0.04909,0.00933,0.70637,0.06036,0.04839,0.36311,-0.01392,0.01669,0.02067,0.04379,0.03159,0.39464,0.00949,-0.01060,0.52654,0.57432,0.68019,0.64245,0.04387,0.54578,0.52812
0.26243,0.55327,-0.00581,0.54338,0.02682,0.04488,0.03852,0.32682,0.04803,0.05152,0.05601,-0.00035,0.03374,0.37610,0.04107,0.00973,0.37366,0.06860,0.03697,0.04192,0.03697,0.00164,0.36917,0.00267,0.02064,0.29367,0.60038,0.68501,0.40303,0.04323,0.34423,0.24311
0.56790,0.33838,0.02654,0.48919,0.08154,0.00624,0.00655,0.53823,0.01965,0.02479,0.02996,0.02561,0.01821,0.65841,0.03814,0.02730,0.27658,0.04071,0.01345,0.05666,0.04760,-0.00366,0.63460,0.03428,0.03350,0.52268,0.40864,0.71738,0.72333,0.01450,0.63678,0.46891
0.38559,0.26531,0.03008,0.29438,-0.00402,0.06966,0.04937,0.39204,0.03422,0.02145,0.03076,0.05285,0.04762,0.34416,0.03496,0.04119,0.43163,0.02711,0.03638,0.04849,0.04720,0.04106,0.55432,0.00048,0.02599,0.62839,0.37274,0.52768,0.37290,0.02983,0.47437,0.73399
0.49537,0.75901,0.01707,0.48969,0.08792,0.03562,0.01144,0.59753,0.02241,0.00072,0.02530,0.01159,0.02029,0.69317,0.03081,0.02267,0.62911,0.02628,0.01855,0.04951,0.02972,0.03657,0.49433,0.05016,0.07331,0.41905,0.27419,0.43661,0.59542,0.06089,0.66630,0.53883
0.62814,0.69703,0.03419,0.72781,0.07491,0.03366,0.04372,0.67678,0.00486,0.03355,0.05289,0.03856,0.05471,0.57564,0.01696,0.01172,0.54785,0.05352,0.01755,-0.00687,0.01592,0.01290,0.55803,0.02702,0.02403,0.44077,0.29904,0.24039,0.30997,0.01233,0.71588,0.60594
0.58570,0.23747,0.05182,0.35284,0.00121,0.00879,0.04757,0.27595,0.04139,0.05818,0.01300,0.05121,0.02466,0.54125,0.04452,-0.02287,0.43476,0.03425,0.05760,0.00284,0.05033,-0.00367,0.45105,0.03701,0.04482,0.57800,0.69087,0.29629,0.36291,0.03145,0.25571,0.59593
0.52597,0.59430,0.01696,0.31147,0.04358,0.03472,0.00081,0.32042,0.02546,0.03394,0.02078,0.00670,0.04621,0.36331,-0.00009,0.02746,0.52610,0.03392,0.06263,0.02303,0.05605,0.06775,0.49601,0.01531,0.06114,0.41733,0.52724,0.44242,0.37912,0.03465,0.36336,0.72520
0.36453,0.57410,0.03472,0.41641,0.01482,0.02061,0.00134,0.32783,0.04337,0.01260,0.02983,0.05170,0.00703,0.73641,0.01157,0.05826,0.40228,0.03544,0.00329,0.02019,0.04904,0.03506,0.51505,0.03173,0.05515,0.30883,0.33592,0.44996,0.34399,0.04493,0.54003,0.28020
0.42799,0.61571,0.05749,0.59859,0.02101,0.01168,0.01947,0.51299,0.03704,0.04746,0.05374,-0.00781,0.06284,0.52599,0.01868,0.08758,0.54664,0.03287,0.04813,0.01090,0.02131,0.05447,0.53391,0.04040,-0.00992,0.64769,0.47218,0.70716,0.64998,0.02630,0.32679,0.60375
0.42775,0.70875,0.01849,0.33007,0.00563,0.02009,0.01181,0.52293,0.02337,0.03836,0.04173,0.06758,0.01654,0.66520,0.05608,0.05271,0.65888,0.05861,0.00162,0.02277,0.02117,0.03916,0.54628,0.05863,0.04539,0.29957,0.59749,0.34405,0.71784,0.04742,0.36454,0.26869
0.46657,0.48826,0.01995,0.38783,0.05822,0.03189,0.05390,0.68565,0.04048,0.06718,0.02436,0.03460,-0.00022,0.33566,0.03239,0.00913,0.40008,0.03543,0.00816,0.02439,0.02112,0.05048,0.52464,0.02142,0.02476,0.44315,0.37319,0.48964,0.61844,0.01295,0.45547,0.52478
0.47043,0.44389,0.01687,0.48094,0.02886,0.01793,-0.02047,0.38855,0.02362,-0.00741,0.03263,0.02726,0.01009,0.71326,0.01419,0.02910,0.62486,0.05268,0.04375,0.05696,0.03073,0.02925,0.27690,0.01607,-0.00170,0.55985,0.34301,0.55349,0.45660,-0.01100,0.71431,0.31348
0.68106,0.25061,-0.00951,0.40086,0.00940,0.03747,0.06401,0.33767,0.04489,0.00243,0.06785,0.07317,0.06711,0.72972,0.04351,0.03964,0.69149,0.06244,0.04091,0.03194,0.00388,0.02657,0.50226,0.02197,0.04990,0.33759,0.43719,0.48313,0.39820,-0.02007,0.72915,0.59652
0.66953,0.51846,0.01864,0.48859,0.06678,0.01460,0.02244,0.51754,0.01773,0.00815,0.02350,0.04269,0.05214,0.37046,0.01881,0.00687,0.40524,0.02296,0.03706,0.01051,0.03403,0.00543,0.72880,0.03509,0.01343,0.72966,0.22005,0.65195,0.30762,0.03545,0.55386,0.41905
0.33659,0.68243,0.01900,0.76407,0.03523,0.04250,0.01725,0.65120,0.05479,0.03364,0.01041,0.04090,0.02447,0.69139,0.03625,-0.00752,0.71473,0.02669,0.03538,0.00067,0.00484,0.00176,0.49037,0.03062,0.02982,0.51692,0.53552,0.35182,0.33564,0.00304,0.71122,0.26844
0.28402,0.40841,0.04267,0.30048,0.04125,0.02449,0.01410,0.39864,0.01893,0.04744,0.05659,0.00835,0.01820,0.32288,0.03591,0.04415,0.30833,0.03190,0.05176,0.04211,0.02844,0.03636,0.39464,0.01201,0.04474,0.72960,0.31873,0.46345,0.75727,0.07497,0.34636,0.39013
0.50795,0.67196,0.01259,0.53935,0.06182,0.04336,0.04027,0.30239,-0.00550,0.05296,0.05987,0.01568,0.01345,0.48031,0.01734,0.04318,0.38453,0.02268,0.04081,0.05601,0.02728,0.02738,0.52698,0.02706,0.03364,0.36168,0.58623,0.57999,0.73073,0.05148,0.62759,0.43902
0.28164,0.28437,0.02462,0.73235,0.02671,0.06448,0.05922,0.44221,0.05599,0.01939,0.00672,-0.00355,0.02993,0.48286,0.01277,0.02171,0.27152,0.07917,0.03626,0.03979,0.03284,0.05881,0.55072,0.02517,0.05274,0.54683,0.70186,0.58387,0.27652,-0.00111,0.64904,0.38538
0.36931,0.55538,0.03318,0.41005,0.04760,0.00324,0.01967,0.70679,0.01609,0.02934,0.03656,0.02526,0.05709,0.54558,0.02774,0.03939,0.43193,0.03299,0.02089,0.00085,0.02041,-0.00659,0.38842,0.01767,0.03040,0.63982,0.56486,0.31574,0.68222,0.03463,0.40358,0.58037
0.58645,0.54065,0.01792,0.68840,0.03486,0.02256,0.01217,0.62042,0.00101,0.06919,-0.00512,0.04462,0.03830,0.72107,0.02201,0.05381,0.67931,0.04691,0.04733,0.05356,0.05009,0.07498,0.48627,0.03657,0.04603,0.45577,0.55762,0.49422,0.64880,0.01326,0.47899,0.54755
0.74465,0.45400,0.00830,0.29459,0.00505,0.07094,0.00560,0.31035,0.02698,0.06644,-0.00382,-0.00115,0.03237,0.56213,0.01107,0.02868,0.61532,0.03762,0.00584,0.03298,0.00495,0.03871,0.55733,0.04434,0.05070,0.42836,0.29498,0.62983,0.61175,0.06140,0.25949,0.49470
0.59436,0.46948,0.02369,0.39168,0.01676,0.03560,0.05245,0.73900,0.03687,0.00229,0.02240,0.05340,0.03564,0.71663,0.06624,-0.00449,0.70697,0.02940,0.03809,0.01399,0.03045,0.07191,0.40540,0.02936,0.04281,0.36849,0.26427,0.58448,0.59518,0.02105,0.26841,0.44122
0.58946,0.34218,0.03564,0.58427,0.03302,0.03715,0.06858,0.65248,0.00643,0.04895,0.05704,0.05090,0.01656,0.43442,0.04810,0.04720,0.52590,0.04119,0.04881,0.01430,0.01332,0.03963,0.36995,0.00531,0.01386,0.76715,0.71891,0.40876,0.65348,0.01202,0.54835,0.68994
0.51689,0.63342,0.04272,0.59082,-0.01151,0.03178,0.02426,0.50666,0.03025,0.05350,0.07074,0.01663,0.00529,0.46379,0.04680,0.07659,0.57372,0.00984,0.03852,-0.00420,0.02012,0.02574,0.24630,0.04207,0.04593,0.52272,0.74692,0.32021,0.73868,0.01025,0.47961,0.31440
0.61055,0.66630,0.03011,0.27048,0.04012,0.06413,0.02980,0.26522,0.00709,0.01066,0.01815,0.07232,0.02074,0.25469,0.02843,0.01014,0.44591,0.04129,0.04213,0.05238,0.03063,0.01998,0.60403,0.02842,0.02409,0.30897,0.74038,0.67120,0.31065,0.05342,0.29180,0.27951
0.27112,0.32007,0.03244,0.22323,0.04158,0.02901,0.01971,0.72646,-0.00869,0.03416,0.00932,0.02742,0.04433,0.24050,0.04067,0.03676,0.71777,0.02677,0.03623,0.01405,0.01585,0.01412,0.43698,0.04561,0.04087,0.41774,0.61335,0.53304,0.29230,0.05708,0.59185,0.34689
0.63629,0.49883,-0.01080,0.27589,0.05277,-0.00277,0.07345,0.67399,0.04023,0.01817,0.05829,0.02687,0.00945,0.23527,0.02287,0.04967,0.54212,0.06234,0.04812,0.02751,0.04652,0.00971,0.42003,0.03021,0.06861,0.52719,0.25805,0.67944,0.44723,0.00582,0.63091,0.62177
0.69814,0.73929,0.03564,0.28619,0.03030,0.02257,-0.00155,0.50404,0.00567,0.00690,0.02642,0.01414,0.02487,0.45524,-0.00945,0.06091,0.29684,0.01114,0.01836,0.06931,0.03782,-0.00361,0.72739,0.06325,0.03780,0.30344,0.54242,0.29069,0.30408,-0.00017,0.37130,0.47405
0.33798,0.60478,-0.01752,0.76563,0.00484,0.02858,0.05380,0.45597,0.04621,0.05096,0.02809,0.06543,0.02016,0.69840,0.02512,0.02666,0.71497,0.05474,0.00837,0.06278,-0.01939,0.00960,0.31033,0.01092,0.01634,0.71678,0.33087,0.51778,0.59040,0.00427,0.67094,0.76181
0.34398,0.74417,0.04193,0.58896,0.04784,0.03681,0.03058,0.27856,0.04854,0.04282,0.00577,0.03107,0.05945,0.40723,0.01723,-0.00006,0.68350,0.04603,0.06057,0.03648,0.04892,0.02973,0.47495,0.01374,0.06490,0.42453,0.37524,0.54502,0.47634,0.06879,0.28073,0.62484
0.71974,0.67123,0.02354,0.26779,0.01813,0.01166,-0.02207,0.39605,0.01188,0.01469,-0.00464,0.02508,-0.01327,0.50412,-0.00338,0.00692,0.49322,0.01149,0.02835,0.06287,-0.01615,0.05040,0.32792,0.00667,0.03932,0.66856,0.40977,0.52006,0.49912,0.05244,0.58777,0.33490
0.76690,0.31733,0.02984,0.72125,0.02536,0.02167,0.01719,0.39095,0.07747,-0.00236,0.02154,0.04536,0.00701,0.28771,0.04195,0.00439,0.65335,0.03330,0.03688,0.02389,0.04659,0.06944,0.69637,-0.02231,0.02832,0.44637,0.47893,0.48049,0.72150,0.00808,0.45566,0.35575
0.70240,0.39751,0.03920,0.28538,0.04419,0.02384,0.02490,0.58922,-0.01042,0.05390,0.01343,0.03041,0.02382,0.47094,-0.01505,0.03512,0.64132,0.04935,0.04846,0.06128,0.02511,0.03237,0.73181,0.03583,0.04945,0.29602,0.68995,0.29206,0.63928,0.03558,0.26953,0.62439
0.76531,0.57517,0.01005,0.36479,0.04397,0.01818,0.01998,0.34611,0.02218,0.01455,0.05801,0.01863,0.02034,0.38072,0.02318,0.03062,0.62845,0.01782,0.00280,0.02602,0.01062,0.00156,0.27169,0.04792,0.03344,0.70700,0.57799,0.41157,0.54758,0.00825,0.29415,0.38348
0.53730,0.29532,0.05520,0.24042,0.02023,0.05541,0.02190,0.49601,0.02161,0.02495,0.00930,0.02861,-0.00635,0.65377,0.04489,0.00442,0.51655,0.02699,0.00932,0.02633,0.02717,-0.00044,0.37294,0.00174,-0.01184,0.43529,0.71570,0.48713,0.57457,0.00625,0.60213,0.52054
0.50236,0.55734,0.02319,0.40354,0.05075,0.02111,0.02870,0.76610,0.00022,0.06588,0.00232,0.02196,0.03350,0.65407,0.02956,0.01599,0.62302,0.03090,0.02298,0.02779,0.01286,0.03633,0.53952,0.02148,0.00973,0.76497,0.39649,0.55764,0.32371,0.02554,0.36791,0.70982
0.53607,0.68982,0.03013,0.28809,0.05220,0.03011,0.02834,0.62881,0.04397,0.05329,0.01124,0.00473,0.05133,0.43124,0.03882,0.04290,0.30943,0.02993,0.06300,0.03262,0.02920,0.04342,0.34240,-0.00279,0.04457,0.48509,0.51551,0.41434,0.57168,0.08227,0.53874,0.41223
0.56521,0.70209,0.05230,0.31048,0.04832,0.06288,0.01712,0.51197,0.05364,0.06337,0.01301,-0.01443,0.05728,0.38686,0.03438,0.02659,0.70378,0.04686,-0.02004,0.05077,0.02080,0.03520,0.52836,0.00434,0.03290,0.76263,0.57637,0.30955,0.71127,0.06846,0.49720,0.58489
0.71021,0.71870,0.04980,0.56847,0.05783,0.03198,0.07463,0.39086,0.04386,0.02333,0.04148,0.00040,0.00444,0.27934,-0.01133,0.04307,0.39000,0.02361,0.04852,0.04495,0.00865,0.03966,0.51161,0.04467,0.01359,0.57993,0.27154,0.42691,0.46007,0.02896,0.45447,0.25019
0.36896,0.49147,0.02609,0.68487,0.03012,0.02964,0.04813,0.75814,0.02506,0.04325,0.05620,0.05461,-0.01474,0.33736,0.02574,-0.00384,0.62141,0.05576,0.02370,-0.00149,0.01060,-0.00947,0.32026,0.06180,0.03484,0.44858,0.73465,0.36895,0.56259,0.06223,0.57385,0.37420
0.38787,0.66781,0.01346,0.43906,0.04504,0.06810,0.02658,0.44887,0.06019,0.01608,0.02661,0.04338,0.02529,0.26011,0.00842,-0.03358,0.75883,0.05633,-0.00877,0.02532,0.03545,0.07540,0.69330,0.02289,0.04368,0.53796,0.68759,0.28873,0.56473,0.04186,0.49318,0.60110
0.57121,0.38075,0.04127,0.30151,0.03164,0.04172,0.03915,0.24183,0.03795,0.01894,0.01691,0.06062,0.04555,0.60523,0.04437,0.02438,0.30669,0.02747,0.02721,0.02055,0.01127,0.05045,0.63325,0.03439,-0.00045,0.56507,0.37864,0.47852,0.65341,0.01275,0.32303,0.32026
0.62496,0.25557,0.02940,0.56875,0.02718,0.07025,0.01887,0.36079,0.09952,0.04165,0.02287,-0.01462,0.03991,0.55308,0.01656,0.00228,0.27281,0.03074,-0.00049,0.03510,0.03419,0.04141,0.72265,0.04897,0.02643,0.34823,0.58903,0.65640,0.46027,0.05783,0.57655,0.35042
0.69639,0.64694,0.03400,0.36369,0.03569,-0.00145,0.02479,0.71103,0.01979,0.05555,0.03389,0.04684,0.04365,0.69977,0.03249,0.00144,0.40447,0.04611,0.01992,0.03196,0.02890,0.03941,0.31959,0.07643,0.03584,0.34903,0.30749,0.47134,0.67414,0.00180,0.44516,0.41137
0.48666,0.72417,0.01128,0.73353,0.02996,0.01070,0.04123,0.33147,0.01347,0.03401,0.04396,0.00876,0.02462,0.44703,0.02987,0.00077,0.35017,0.02764,0.02740,0.05980,0.05508,-0.01535,0.71029,0.00400,0.08130,0.50299,0.59938,0.39986,0.71682,0.03851,0.53414,0.44651
0.39078,0.59453,0.03229,0.35504,0.04259,0.02062,0.03962,0.62629,0.05012,0.01608,0.00901,0.02435,0.02384,0.68262,0.00122,0.01485,0.46542,0.03166,0.00447,0.04889,0.02963,0.03282,0.72729,0.04657,0.05397,0.44143,0.59816,0.48295,0.35897,0.02601,0.31153,0.39913
0.31158,0.39811,0.04763,0.53493,0.00538,0.05035,0.04867,0.63298,0.04240,0.00922,0.02614,0.00694,-0.00080,0.47304,0.04840,0.02568,0.65955,0.01381,0.01159,0.03546,-0.00814,0.05789,0.55368,0.03525,0.02963,0.62728,0.51168,0.44320,0.60860,0.01366,0.52490,0.55738
0.71228,0.26630,0.02540,0.38329,0.04030,0.03199,0.00282,0.31975,0.00035,0.02524,0.02667,0.09228,0.03012,0.58056,0.00694,0.01200,0.23280,0.00678,0.01530,0.02701,0.01853,0.01320,0.40279,0.03894,0.03266,0.59373,0.44906,0.71953,0.25589,0.02288,0.69714,0.33955
0.34636,0.73504,0.05415,0.72468,0.02470,0.01387,0.06011,0.38372,0.01875,0.01896,0.02940,0.06414,0.02077,0.52415,0.02525,0.00015,0.70403,0.02870,0.01559,0.01186,0.06634,0.03450,0.54868,0.05185,0.02890,0.49333,0.68722,0.77035,0.53261,0.02866,0.72070,0.49524
0.54917,0.70462,0.00524,0.34354,0.02385,0.05014,0.02877,0.32640,-0.00777,0.08168,0.03784,0.04591,0.05465,0.39524,0.04845,0.03097,0.59432,0.06187,0.00475,0.04818,0.00686,-0.02217,0.43744,0.06953,-0.01720,0.32976,0.55948,0.51644,0.44300,0.05459,0.25739,0.69404
0.46062,0.25756,0.03796,0.72346,0.06721,0.03666,-0.02363,0.72988,0.04316,0.01847,0.05281,0.04312,0.04822,0.70782,0.03633,-0.02964,0.54437,0.05152,0.04421,0.00563,0.01037,0.02503,0.40390,0.03531,0.05986,0.70721,0.44660,0.36687,0.61707,0.06328,0.28532,0.64878
0.66516,0.51486,0.02920,0.30914,0.02439,-0.01491,-0.00476,0.62439,0.03257,0.03174,0.02301,0.00902,-0.03700,0.45560,0.03956,0.03780,0.68503,0.01324,0.03716,0.01360,0.03781,0.01608,0.37085,0.01016,0.03418,0.47948,0.45188,0.69122,0.55956,0.07285,0.59597,0.43720
0.57844,0.34532,0.03284,0.73414,0.07552,0.00638,0.05237,0.44243,0.04140,0.00845,0.00738,0.01687,0.05866,0.52844,0.01183,0.05199,0.37186,0.02139,0.03441,0.00284,-0.00035,0.04553,0.42869,0.03380,0.02748,0.34396,0.69121,0.30961,0.66674,-0.02192,0.32361,0.33229
0.50365,0.53952,0.01681,0.34859,0.07666,0.01750,0.02924,0.48447,0.03125,0.01262,0.00699,0.03285,0.05183,0.62323,0.04366,0.04502,0.41339,0.02598,-0.00173,0.03436,0.01837,0.06709,0.41247,0.00283,0.00165,0.71136,0.38915,0.41901,0.71052,0.04620,0.46669,0.37174
