emg0,imu1_ax,imu1_ay,imu1_az,imu1_gx,imu1_gy,imu1_gz,imu2_ax,imu2_ay,imu2_az,imu2_gx,imu2_gy,imu2_gz
0.02137,1.46725,0.84148,9.67925,0.17456,-0.02247,-0.00707,-4.28043,0.76555,8.83529,0.18632,-0.01949,0.01545
-0.00417,1.46863,0.82290,9.64157,0.18253,-0.03514,0.00796,-4.26492,0.77032,8.77755,0.17130,-0.00001,0.01920
0.00638,1.46362,0.83769,9.69952,0.18577,-0.01928,0.00318,-4.27294,0.76340,8.80130,0.17894,0.02047,0.01399
0.00246,1.46742,0.83581,9.63876,0.20119,0.02500,-0.00896,-4.26925,0.79149,8.79305,0.16988,0.00789,0.00399
-0.00647,1.47177,0.85372,9.68087,0.15221,0.02827,-0.00151,-4.27892,0.77554,8.78875,0.19736,0.01131,-0.00648
0.04802,1.48367,0.85087,9.64272,0.18286,-0.00179,-0.02065,-4.25905,0.75232,8.79897,0.19006,-0.00040,-0.01954
0.00225,1.46308,0.85480,9.64711,0.16534,-0.00967,-0.01819,-4.26155,0.76411,8.78704,0.20423,0.04891,0.01025
-0.00202,1.47993,0.85580,9.66638,0.17525,-0.02539,-0.00367,-4.25388,0.77057,8.79152,0.18271,0.01577,-0.00312
0.05751,1.47329,0.83490,9.67121,0.20954,-0.00900,-0.00192,-4.25466,0.77550,8.80418,0.16530,-0.00675,-0.04935
0.02699,1.46627,0.85611,9.66940,0.17129,-0.00258,0.01628,-4.26648,0.76590,8.77741,0.16145,-0.02875,0.01652
0.04706,1.47762,0.86977,9.67747,0.20108,0.02885,-0.02651,-4.25792,0.77046,8.79434,0.17883,0.03988,-0.00896
0.03332,1.47157,0.86924,9.65267,0.17813,0.04244,0.01556,-4.27040,0.77621,8.81080,0.19653,0.00645,0.00635
0.03256,1.47046,0.85409,9.68607,0.14102,0.03649,0.02640,-4.27002,0.78095,8.80115,0.17130,-0.00253,-0.00812
0.03299,1.47115,0.85262,9.63655,0.16599,0.03612,0.01073,-4.26646,0.79215,8.78237,0.23326,0.00144,-0.03574
0.01296,1.47045,0.86093,9.62366,0.17193,-0.00329,0.01033,-4.28240,0.78287,8.80263,0.15303,0.02234,-0.00430
0.01362,1.46647,0.84747,9.67348,0.18255,0.03517,0.03924,-4.25628,0.76915,8.79874,0.22477,0.03755,0.01890
0.04181,1.46601,0.86723,9.63779,0.21341,0.01307,0.00678,-4.26087,0.78117,8.82404,0.18860,-0.02691,0.01198
0.01393,1.47022,0.85985,9.67139,0.16506,0.03018,-0.01729,-4.26684,0.79100,8.80331,0.16492,0.01749,0.01683
-0.01453,1.45093,0.86082,9.65724,0.20408,0.01778,-0.01131,-4.27643,0.78045,8.82502,0.17692,0.00495,-0.00059
0.04919,1.46505,0.86080,9.67950,0.22133,-0.01667,0.00494,-4.25782,0.76844,8.79678,0.18755,-0.01024,-0.00550
0.01319,1.45205,0.87802,9.64855,0.19451,-0.00230,0.04064,-4.28161,0.79305,8.83224,0.19962,-0.00910,-0.01319
0.07709,1.46658,0.84526,9.65783,0.16878,0.00600,0.03005,-4.26310,0.77536,8.81006,0.18105,-0.00116,-0.02366
-0.00066,1.45388,0.86318,9.69660,0.17717,0.00872,0.00636,-4.25985,0.80277,8.80919,0.20040,0.01423,0.01198
0.04642,1.47212,0.86768,9.65635,0.16445,-0.00564,-0.02200,-4.26955,0.80378,8.77929,0.16267,0.02126,-0.00421
0.02031,1.48217,0.87945,9.65719,0.20686,0.01443,0.01285,-4.26392,0.78189,8.81433,0.17253,0.03848,0.00727
0.05617,1.49054,0.89863,9.64422,0.19438,0.02469,-0.03798,-4.27941,0.82178,8.79941,0.17274,0.02771,0.01737
0.02230,1.47940,0.87722,9.64549,0.18298,0.01734,0.01792,-4.26571,0.79860,8.78841,0.20622,0.02666,-0.01691
0.01615,1.47906,0.88420,9.65229,0.18222,-0.03374,0.02410,-4.25876,0.79894,8.82166,0.18473,-0.01568,0.00783
0.00908,1.47627,0.88842,9.63383,0.17024,0.01403,0.00200,-4.28278,0.82693,8.76744,0.16816,0.06479,0.01024
0.02042,1.46346,0.88838,9.67072,0.16246,-0.02722,-0.00297,-4.27446,0.81154,8.78930,0.17461,-0.02648,0.03656
0.03474,1.48742,0.87999,9.66503,0.15337,-0.01180,0.03210,-4.27477,0.80444,8.76745,0.16454,0.01370,-0.02347
0.00805,1.45435,0.88389,9.66807,0.15999,-0.01568,0.00740,-4.26667,0.81682,8.80171,0.16538,0.00365,0.00074
0.02256,1.47358,0.89364,9.65068,0.18251,0.00505,0.02910,-4.25493,0.81544,8.78578,0.17596,0.00076,0.00400
0.00342,1.46732,0.88021,9.64009,0.18918,-0.01362,-0.01092,-4.25066,0.78950,8.79634,0.16130,0.03666,0.01625
0.02146,1.46517,0.87125,9.66645,0.19445,0.00509,0.00015,-4.25324,0.82057,8.78455,0.20923,-0.02610,0.04001
0.04620,1.47375,0.89123,9.67344,0.22357,-0.01234,-0.02831,-4.25440,0.80557,8.78821,0.18565,0.01021,-0.01412
0.04226,1.46698,0.90170,9.66670,0.15049,-0.00323,0.01223,-4.26629,0.82024,8.76684,0.14454,0.01268,0.01519
0.05361,1.46837,0.89005,9.64595,0.20459,-0.01724,-0.01749,-4.27337,0.82452,8.80523,0.18532,0.00912,0.01153
0.03966,1.44945,0.89525,9.67365,0.16866,0.00072,0.01243,-4.27833,0.82688,8.73502,0.18886,0.01414,0.00044
0.01561,1.46804,0.90552,9.69520,0.15905,-0.01216,-0.01119,-4.25053,0.82142,8.79294,0.19132,0.01693,-0.00300
0.02673,1.46169,0.89773,9.64070,0.16341,-0.02712,0.00218,-4.25260,0.82264,8.80568,0.20333,-0.00498,0.00768
0.02998,1.45784,0.90324,9.64164,0.15514,0.00117,-0.03585,-4.24755,0.81818,8.82490,0.15465,-0.01334,0.01153
0.01503,1.46897,0.89076,9.66812,0.17757,0.00503,0.05098,-4.27357,0.81647,8.81609,0.16666,0.01597,0.00820
0.01984,1.44701,0.89193,9.66927,0.19140,0.01133,0.00058,-4.27361,0.81056,8.76553,0.20517,-0.01435,0.02086
0.02419,1.46287,0.91156,9.66708,0.19925,0.01655,-0.01262,-4.25464,0.84113,8.79898,0.18622,-0.00541,-0.01675
0.02488,1.46816,0.91115,9.64998,0.18411,0.00559,0.01722,-4.25953,0.80842,8.78092,0.20684,0.00424,-0.02092
0.02799,1.47037,0.91851,9.63193,0.18110,-0.00662,-0.00396,-4.25506,0.84600,8.77785,0.17723,-0.02061,-0.00164
0.05654,1.47011,0.92021,9.67069,0.18372,0.00065,-0.00049,-4.27800,0.82215,8.83138,0.15642,-0.01055,0.00949
0.01609,1.46377,0.91052,9.65529,0.19723,-0.01282,-0.01984,-4.27706,0.84447,8.80979,0.19521,0.03084,-0.00701
0.01084,1.46034,0.91447,9.63741,0.14142,-0.01765,-0.00742,-4.26123,0.83375,8.79281,0.19191,0.00929,0.02527
0.01248,1.47144,0.92947,9.65043,0.19928,0.02722,-0.03057,-4.26038,0.83127,8.80143,0.15706,0.01741,-0.00072
0.06798,1.46083,0.90322,9.65853,0.17066,-0.01535,0.00024,-4.28080,0.84745,8.79118,0.16322,0.00601,-0.01072
0.04481,1.45213,0.91650,9.65778,0.17507,-0.00909,0.00603,-4.25669,0.84172,8.81100,0.19756,-0.01149,0.02187
0.05350,1.47775,0.93545,9.66258,0.19396,0.01553,-0.02025,-4.26127,0.83697,8.78475,0.17692,0.00380,-0.03231
0.03532,1.48038,0.91334,9.67890,0.19024,-0.01273,0.03824,-4.27891,0.82656,8.80669,0.21105,-0.00618,0.02249
0.06063,1.44770,0.92397,9.62452,0.22255,0.00173,0.03157,-4.26977,0.82610,8.80205,0.15062,0.02850,-0.00749
0.05699,1.47015,0.94464,9.64637,0.17694,-0.02890,0.00883,-4.23962,0.83812,8.80184,0.19032,-0.03048,0.01104
0.04398,1.47046,0.92996,9.63822,0.17451,-0.01963,-0.02620,-4.25752,0.85580,8.79345,0.15815,-0.02175,0.02034
0.01075,1.46515,0.93463,9.66470,0.18299,0.00311,-0.01104,-4.25866,0.83350,8.81708,0.15837,-0.02351,-0.00267
0.01142,1.47094,0.94815,9.64908,0.18788,0.03208,-0.01939,-4.26191,0.85042,8.79018,0.18147,-0.01169,0.02468
0.02362,1.46365,0.92359,9.64805,0.15990,0.01707,-0.02294,-4.26746,0.87623,8.82365,0.15247,-0.00358,-0.00258
0.05863,1.46196,0.93867,9.64787,0.18592,-0.00832,-0.02452,-4.27876,0.86619,8.80616,0.17978,0.00625,-0.02404
-0.01944,1.47297,0.94675,9.63645,0.19266,0.00568,-0.02393,-4.27271,0.84240,8.82984,0.19345,0.00506,0.02384
0.00954,1.45362,0.95031,9.65733,0.19312,0.00676,-0.00100,-4.26341,0.84104,8.81521,0.16199,0.02575,0.00653
0.02277,1.47558,0.95180,9.65727,0.19515,-0.01007,0.02150,-4.26244,0.87340,8.83647,0.18169,-0.01740,-0.00179
0.05300,1.47821,0.93883,9.65832,0.21670,0.02482,0.04076,-4.26216,0.86540,8.76293,0.15567,0.01538,-0.00995
-0.00592,1.46279,0.93777,9.67229,0.19317,-0.04321,0.03608,-4.27743,0.86216,8.81349,0.19148,0.00914,-0.01749
0.02353,1.45390,0.94667,9.64312,0.21515,0.01619,-0.00764,-4.28665,0.85104,8.83919,0.18159,0.01251,-0.01545
0.05216,1.45649,0.95649,9.66437,0.19366,-0.00977,0.01111,-4.26678,0.88105,8.79385,0.15446,-0.00399,0.01941
0.07082,1.47811,0.95037,9.63570,0.20722,0.00813,-0.01531,-4.26895,0.85676,8.80203,0.16728,-0.00835,0.01370
-0.01659,1.46819,0.94600,9.67324,0.20930,0.01449,0.03019,-4.27861,0.87502,8.78125,0.16578,0.01744,0.00816
0.05344,1.46928,0.96338,9.63893,0.17508,0.00903,0.00259,-4.24901,0.86477,8.79299,0.19933,-0.01257,-0.02078
0.03270,1.47381,0.94636,9.65378,0.16380,0.02553,-0.02894,-4.25012,0.86722,8.74608,0.18662,0.00945,-0.00306
0.03037,1.46594,0.97126,9.67565,0.15197,-0.03691,0.01109,-4.25051,0.88428,8.79816,0.18469,0.00388,0.01482
-0.00472,1.47120,0.97579,9.61026,0.18082,0.01806,-0.00412,-4.27757,0.85950,8.78207,0.15756,-0.03305,0.00638
0.04911,1.44486,0.97725,9.63987,0.15814,-0.01125,-0.02241,-4.25597,0.86163,8.80346,0.15980,0.01266,-0.00779
0.06291,1.45187,0.97882,9.66352,0.21049,0.02749,0.00279,-4.27098,0.88336,8.79685,0.16328,0.01933,0.02290
0.01251,1.47908,0.94903,9.61622,0.19351,0.03475,-0.02968,-4.27510,0.88105,8.81734,0.18190,0.00035,-0.00796
0.00092,1.47067,0.97012,9.62278,0.17902,0.03289,0.02874,-4.27486,0.89663,8.79547,0.18203,-0.01121,-0.04238
0.03263,1.46648,0.95987,9.66609,0.17170,-0.02915,0.02459,-4.28517,0.86733,8.76605,0.18945,-0.00661,-0.00995
0.05804,1.45266,0.98852,9.64329,0.17203,-0.02042,-0.00968,-4.26061,0.88933,8.79094,0.22018,-0.02064,-0.00069
0.05219,1.45397,0.97410,9.66246,0.18387,-0.00614,0.02336,-4.26739,0.89618,8.81117,0.16765,0.00521,-0.01713
0.02917,1.46416,0.99634,9.69939,0.14294,-0.01049,0.00013,-4.24877,0.88862,8.77646,0.14734,-0.00224,-0.00343
0.04295,1.46860,0.97675,9.61518,0.16623,0.02417,-0.01691,-4.27033,0.89131,8.79919,0.19206,-0.01409,-0.01873
0.01500,1.46378,0.97261,9.65449,0.22008,0.02465,-0.03626,-4.27862,0.90215,8.79493,0.16587,0.04346,0.00352
0.02309,1.46676,0.98632,9.62608,0.19727,0.00872,0.00127,-4.26646,0.91125,8.77382,0.17151,-0.00120,-0.05605
0.01242,1.46344,0.97463,9.62896,0.21290,-0.01018,-0.00741,-4.27271,0.88184,8.79362,0.22240,-0.00769,-0.02727
0.05665,1.47504,0.97431,9.66508,0.16242,-0.01871,0.00410,-4.27212,0.90537,8.80937,0.15899,-0.00231,0.03367
0.02073,1.45104,0.98968,9.64873,0.19945,0.01848,0.00043,-4.26780,0.89384,8.82075,0.11549,0.01805,0.00419
0.03966,1.48289,0.98812,9.68924,0.13525,0.01893,-0.02198,-4.27550,0.89786,8.79811,0.12196,-0.02099,-0.00021
0.01669,1.46992,1.02539,9.64733,0.15859,0.03177,0.00581,-4.27657,0.90724,8.74753,0.18255,-0.02279,-0.00130
0.05846,1.47470,0.99345,9.63612,0.19629,-0.00944,-0.02918,-4.26941,0.89967,8.79387,0.15405,-0.03397,0.00239
0.03110,1.46876,0.99776,9.62988,0.18686,-0.03053,-0.00283,-4.25155,0.90499,8.79680,0.20418,0.01722,0.01028
0.05183,1.47703,0.98477,9.62552,0.16543,-0.05102,0.01660,-4.26698,0.88974,8.76860,0.16845,-0.00380,-0.01243
0.05440,1.47107,1.00320,9.62992,0.16294,-0.00725,0.02418,-4.26216,0.91882,8.81056,0.17090,-0.01859,0.04146
0.05802,1.46299,0.99839,9.63887,0.19577,-0.00645,-0.02629,-4.26559,0.88628,8.76498,0.20929,0.03851,0.02620
-0.00497,1.47629,1.00620,9.65684,0.18177,0.02417,-0.00352,-4.24731,0.91510,8.78254,0.18158,-0.00251,-0.01249
0.01949,1.45993,1.01326,9.63979,0.19119,-0.01191,-0.00622,-4.26628,0.91188,8.78986,0.18531,0.01025,0.02314
0.04220,1.46356,1.00011,9.60990,0.17521,0.01564,0.00361,-4.29075,0.90177,8.76267,0.19358,-0.03680,0.05443
0.03200,1.45774,1.00575,9.65746,0.15860,-0.00734,0.00251,-4.26810,0.92843,8.77745,0.18762,0.00134,-0.00090
0.03883,1.46465,1.00093,9.63971,0.15190,-0.01473,0.01704,-4.26326,0.90265,8.81663,0.17571,-0.01923,0.03680
0.04755,1.45010,0.99974,9.69280,0.19538,-0.00464,-0.02902,-4.25755,0.91471,8.78573,0.14522,0.02950,0.00460
0.00573,1.47252,1.00704,9.64359,0.18321,-0.01551,0.01442,-4.27883,0.91570,8.79365,0.15999,0.00935,-0.00947
0.03595,1.47260,1.00659,9.67847,0.18307,0.04698,-0.01520,-4.25698,0.91568,8.79034,0.15650,0.01170,-0.01826
0.03200,1.46375,1.01839,9.67020,0.14863,-0.02403,0.00415,-4.25511,0.92290,8.77350,0.16723,0.00420,-0.02869
0.02733,1.46151,1.01839,9.63323,0.17874,0.05440,-0.02444,-4.26132,0.91766,8.80606,0.15566,0.02669,0.00441
-0.00019,1.46853,1.01637,9.65364,0.19070,-0.03164,0.00739,-4.25596,0.92623,8.77627,0.22049,0.00173,-0.03367
0.02489,1.45571,1.02814,9.63440,0.21018,0.04163,-0.01123,-4.25397,0.94030,8.77064,0.17848,-0.00037,-0.00445
0.02582,1.44998,1.04689,9.65040,0.18008,0.02078,0.02289,-4.23576,0.92972,8.79708,0.17837,-0.01598,-0.00660
0.03351,1.46236,1.01392,9.64942,0.16440,-0.02733,0.00156,-4.25994,0.91056,8.78638,0.17716,-0.01289,0.00945
-0.01269,1.47515,1.03467,9.63149,0.16905,0.01376,-0.01486,-4.26258,0.94205,8.78184,0.20165,0.01053,-0.01649
0.01571,1.46177,1.03399,9.65154,0.17856,0.01289,-0.00406,-4.27607,0.92684,8.83189,0.17437,0.03356,0.03540
0.03452,1.45666,1.01725,9.64173,0.18357,-0.02293,-0.03908,-4.27225,0.94277,8.78428,0.16226,-0.00483,0.00144
0.04640,1.47083,1.03421,9.62804,0.18301,0.02055,-0.05235,-4.24402,0.93922,8.79019,0.16696,0.02071,0.03103
0.03059,1.46569,1.01315,9.64457,0.18551,0.00010,-0.00483,-4.26725,0.94307,8.81228,0.17183,-0.00263,0.00211
0.05788,1.47072,1.04810,9.66381,0.17833,0.03528,0.00264,-4.25319,0.93759,8.78998,0.17465,-0.04756,-0.00192
0.02967,1.45600,1.02460,9.66776,0.20518,0.02680,-0.01599,-4.27328,0.94466,8.79922,0.13036,0.01331,-0.00411
0.05000,1.45512,1.01160,9.62713,0.16953,0.01714,0.02693,-4.27276,0.94069,8.77738,0.15107,0.02693,-0.01551
0.05193,1.46981,1.04177,9.64262,0.16672,-0.00076,0.02257,-4.26585,0.93351,8.75606,0.18179,0.02930,0.01245
0.03998,1.46723,1.03739,9.68651,0.14499,-0.00419,-0.00913,-4.27304,0.95295,8.76965,0.18330,-0.00426,0.02827
0.02661,1.47741,1.03891,9.66497,0.19548,-0.00880,0.01849,-4.26902,0.94283,8.77201,0.15612,0.03027,0.03085
0.05966,1.44554,1.04330,9.65529,0.19211,0.01362,-0.00330,-4.27084,0.96005,8.79009,0.17969,0.02752,0.01485
0.04475,1.46237,1.04203,9.63739,0.18853,-0.03364,0.00852,-4.26525,0.95196,8.79777,0.19413,-0.00084,0.00027
0.01902,1.47705,1.03348,9.62141,0.16664,0.00946,-0.00047,-4.25827,0.98171,8.78581,0.21046,0.00128,-0.02601
0.04760,1.45222,1.04753,9.66824,0.15430,-0.00675,0.01716,-4.25438,0.95809,8.75982,0.17543,-0.01173,0.00891
0.03459,1.47948,1.04742,9.62967,0.15016,0.01671,-0.00721,-4.27460,0.96937,8.79481,0.19721,0.02803,-0.00869
0.01493,1.46650,1.06305,9.65110,0.18484,0.03179,0.00999,-4.26096,0.96101,8.77491,0.18225,-0.00421,0.01055
-0.00659,1.46321,1.04739,9.65382,0.20050,0.00498,0.01060,-4.25169,0.96913,8.76103,0.14397,-0.00461,-0.00923
0.02947,1.46700,1.06669,9.63823,0.16830,0.02115,-0.00862,-4.26674,0.96947,8.81425,0.17831,-0.01429,-0.00939
0.02347,1.46633,1.06073,9.64377,0.17423,0.03176,0.00994,-4.29260,0.97068,8.76948,0.16115,0.00641,-0.02355
0.06549,1.45693,1.04042,9.63664,0.18697,-0.02373,0.00629,-4.26279,0.96512,8.78726,0.14275,-0.02575,-0.02487
0.02298,1.47547,1.05454,9.63507,0.16115,0.01110,0.01194,-4.27916,0.95306,8.78736,0.17741,0.02166,-0.00399
0.02854,1.45563,1.06053,9.65497,0.19184,-0.01745,-0.01027,-4.26028,0.97344,8.80207,0.13563,-0.01309,0.00512
0.00684,1.47115,1.07250,9.65604,0.18909,-0.01827,-0.01427,-4.23644,0.97016,8.78973,0.15789,-0.04233,0.00118
0.00996,1.47361,1.06750,9.62614,0.18781,-0.01353,0.00049,-4.26536,0.97716,8.77680,0.16843,-0.03350,0.00926
0.04921,1.47924,1.05977,9.65299,0.17931,0.02682,0.03263,-4.26800,0.97649,8.82359,0.17502,0.00468,-0.00003
0.04850,1.45369,1.06200,9.67836,0.14899,0.00530,0.02476,-4.26568,0.96488,8.80432,0.17974,-0.02710,0.00232
0.02253,1.47015,1.07844,9.61233,0.16408,-0.00586,0.03321,-4.27217,0.96706,8.73270,0.19700,0.01882,-0.00685
0.02565,1.46660,1.07434,9.64592,0.17174,-0.00137,-0.03039,-4.27065,0.97312,8.76940,0.17837,0.01263,0.01906
0.05516,1.46757,1.05994,9.64913,0.19538,-0.00141,0.03540,-4.26084,0.97110,8.79803,0.14837,-0.02300,-0.00418
0.01105,1.45788,1.07529,9.61912,0.15674,0.01111,0.00415,-4.26380,0.97467,8.79056,0.18654,0.02144,-0.02812
0.02443,1.47886,1.06411,9.63193,0.21319,0.02841,0.02086,-4.26914,0.96558,8.78022,0.15505,-0.04611,-0.00551
0.00263,1.47266,1.07720,9.66218,0.19008,0.01898,-0.00227,-4.27809,0.99601,8.77763,0.14162,0.02147,0.01630
0.04213,1.48768,1.07487,9.63924,0.18234,-0.01167,0.01898,-4.27958,0.97032,8.74502,0.19823,0.00812,0.02928
0.00844,1.47094,1.09881,9.61836,0.17503,-0.01292,0.00051,-4.26951,0.97871,8.75076,0.19811,-0.00758,-0.01951
0.02280,1.46258,1.07332,9.62319,0.17432,0.00543,0.00995,-4.27405,0.98312,8.77413,0.16312,0.00178,-0.01045
0.04357,1.46244,1.09043,9.62436,0.13418,0.00625,-0.01321,-4.27787,0.97974,8.77858,0.16462,-0.01605,0.00184
0.02778,1.46248,1.10060,9.62044,0.18221,-0.00594,0.00274,-4.27056,0.97566,8.75853,0.15666,0.03701,0.02994
0.05780,1.47325,1.08518,9.61779,0.17565,0.02005,0.04226,-4.25406,0.96244,8.77219,0.15514,0.03003,0.00717
0.01284,1.46261,1.08833,9.67577,0.17051,-0.02509,-0.00370,-4.26298,0.97869,8.79963,0.17265,-0.00159,0.00308
0.00466,1.46120,1.08327,9.64423,0.17310,-0.02634,-0.01606,-4.27412,1.01293,8.75769,0.16402,-0.03045,-0.03228
0.04334,1.46472,1.10305,9.61490,0.14708,0.00692,0.01390,-4.27261,1.01654,8.76190,0.15389,0.01167,0.01242
0.04941,1.44305,1.09865,9.61610,0.18128,0.01498,0.01723,-4.26578,1.00484,8.82181,0.17778,-0.00993,0.02724
0.02985,1.44200,1.10752,9.65316,0.20239,-0.02626,0.00467,-4.24896,0.97936,8.80004,0.18040,0.01342,-0.01653
0.05761,1.45208,1.09373,9.63171,0.18923,-0.01542,0.05122,-4.26148,0.99395,8.76223,0.14855,0.00890,0.01353
0.03932,1.46478,1.09072,9.62460,0.14933,0.03415,0.02500,-4.25898,0.98661,8.77376,0.19508,-0.00262,-0.00413
0.05951,1.47531,1.10812,9.64596,0.19772,-0.01147,-0.04110,-4.27561,1.00450,8.78151,0.16506,0.03217,-0.05156
0.01853,1.45763,1.10721,9.61935,0.21265,0.01983,0.00088,-4.26932,1.00730,8.79480,0.16499,-0.00845,-0.05361
-0.01251,1.47316,1.10244,9.62228,0.18757,-0.04071,-0.02342,-4.27248,1.00863,8.78505,0.19041,0.00226,0.01955
0.03820,1.46801,1.11382,9.60522,0.18504,0.02808,0.01822,-4.28225,1.00909,8.75906,0.16894,0.02772,0.00079
0.02881,1.47324,1.12264,9.63473,0.18719,0.01032,-0.02813,-4.27403,1.00709,8.77661,0.18791,-0.03259,0.03430
0.00544,1.48064,1.10939,9.64170,0.14088,0.01451,0.00472,-4.27276,1.01044,8.80111,0.15349,0.01857,0.01195
0.02894,1.46490,1.12020,9.64905,0.15139,-0.03105,0.04425,-4.25850,1.00056,8.80861,0.15996,0.02733,-0.00194
0.07527,1.45683,1.11785,9.62449,0.13528,0.01920,0.01468,-4.27448,1.00932,8.79070,0.20688,0.02260,-0.00501
0.03215,1.46993,1.10299,9.66948,0.17504,0.00544,-0.01741,-4.25921,1.02396,8.73001,0.18702,0.03268,-0.00289
0.01743,1.47161,1.12649,9.63051,0.15073,-0.01459,-0.00019,-4.26520,1.01311,8.75363,0.19138,-0.02285,0.02788
-0.00088,1.48434,1.12401,9.60359,0.14382,0.04495,0.02500,-4.26435,1.02988,8.78857,0.12690,0.01986,-0.00899
0.00640,1.46714,1.11145,9.64237,0.16936,-0.00653,-0.00289,-4.27739,1.02398,8.77548,0.15733,0.00090,-0.02958
0.00807,1.46454,1.12787,9.66166,0.16800,-0.01366,-0.01644,-4.26894,1.02084,8.81936,0.16715,-0.01970,0.03915
0.03841,1.45594,1.11820,9.60050,0.17623,0.01818,0.03581,-4.26174,1.02255,8.75833,0.18508,0.02308,0.03393
0.04763,1.47042,1.13236,9.61850,0.17946,0.01033,0.00219,-4.24831,1.03093,8.78959,0.15456,0.05130,-0.05374
0.03694,1.47457,1.13208,9.61325,0.18069,-0.02730,0.00101,-4.27457,1.01775,8.75284,0.17488,-0.02042,-0.00607
0.02419,1.46187,1.13624,9.67206,0.17826,0.00806,0.00111,-4.26606,1.01644,8.74955,0.16093,0.03131,0.01827
0.05114,1.46607,1.14698,9.61490,0.19786,0.03219,-0.00577,-4.27773,1.01200,8.76818,0.18698,0.00421,-0.00527
0.05331,1.46587,1.12428,9.62824,0.18895,-0.01066,-0.01119,-4.28049,1.02946,8.77255,0.14177,0.00270,0.02468
0.04353,1.47174,1.12320,9.64119,0.13555,0.00559,0.01783,-4.27330,1.03269,8.78304,0.15827,0.00535,-0.01390
0.04522,1.45647,1.11585,9.59671,0.20450,-0.01629,0.00592,-4.25367,1.03677,8.81015,0.14962,-0.02891,-0.02256
-0.01150,1.46644,1.13065,9.64439,0.17009,0.01440,-0.00519,-4.25549,1.02804,8.79554,0.18609,-0.01771,-0.01481
0.04361,1.48247,1.14081,9.63411,0.19326,-0.01990,0.01096,-4.24698,1.03946,8.81213,0.17910,-0.01647,0.00889
0.01168,1.46824,1.14703,9.64187,0.15997,0.00246,0.00118,-4.27046,1.02282,8.75362,0.16956,-0.00484,0.01944
0.01252,1.45944,1.14802,9.61759,0.17276,-0.00394,0.01513,-4.26596,1.06790,8.78113,0.14563,-0.01329,0.00702
0.07790,1.45567,1.14999,9.64730,0.20140,-0.00286,0.02571,-4.27457,1.06594,8.77611,0.17299,0.00483,0.03268
0.01701,1.46433,1.12632,9.60326,0.15623,-0.01351,0.01598,-4.25355,1.04962,8.75051,0.15831,-0.00342,-0.03772
0.05273,1.46839,1.15523,9.61644,0.17305,-0.02180,0.01830,-4.27138,1.05824,8.78646,0.15252,0.00389,0.02394
0.05027,1.45116,1.14691,9.62742,0.19500,-0.01749,-0.01013,-4.27719,1.03123,8.74036,0.20100,-0.00093,-0.00345
0.03982,1.47354,1.16277,9.62781,0.20161,0.00302,0.02899,-4.26043,1.04231,8.74187,0.18573,0.00029,-0.00662
0.01978,1.47134,1.14441,9.64717,0.14737,-0.01499,-0.01464,-4.26381,1.04654,8.77797,0.17558,0.01750,-0.01735
0.02014,1.47399,1.15761,9.62084,0.16569,-0.00470,-0.03148,-4.26231,1.04581,8.78392,0.16785,0.01617,0.00894
0.04248,1.46562,1.15641,9.66337,0.14848,0.01603,0.02770,-4.26465,1.04027,8.77345,0.19156,0.03870,0.02194
0.03607,1.45578,1.14887,9.66803,0.15595,0.00033,0.01512,-4.24171,1.05647,8.76650,0.17171,-0.00235,-0.01190
0.03829,1.47578,1.15440,9.61520,0.20627,-0.02867,0.03985,-4.25111,1.04771,8.76222,0.18198,0.01855,0.01719
0.05077,1.45332,1.17188,9.63962,0.15905,0.03936,0.00215,-4.27084,1.07283,8.83189,0.19058,-0.00233,0.01356
0.00842,1.47452,1.16839,9.63070,0.16028,-0.04644,-0.01131,-4.26123,1.06158,8.72115,0.16270,0.03535,0.02297
0.03101,1.43479,1.16649,9.62808,0.17172,0.01970,-0.00179,-4.25144,1.06518,8.76828,0.18074,-0.00476,-0.01495
0.01681,1.48097,1.14137,9.65161,0.14127,-0.00084,-0.00922,-4.25900,1.06394,8.75658,0.17496,0.00719,0.00461
0.04960,1.46997,1.15918,9.65436,0.14739,0.02958,0.01680,-4.26961,1.06546,8.77099,0.17163,0.00269,-0.00800
0.03948,1.47686,1.15935,9.64487,0.15935,-0.01283,-0.01115,-4.26602,1.05488,8.73725,0.19374,-0.03029,0.01376
0.04113,1.46534,1.17298,9.59686,0.18335,0.02446,0.02982,-4.24867,1.07356,8.74789,0.16889,0.00566,-0.00289
0.04130,1.46551,1.16661,9.62065,0.17706,-0.00668,-0.01847,-4.27671,1.05479,8.77456,0.17635,0.00090,-0.03829
0.02556,1.46511,1.17015,9.61946,0.17118,-0.02032,0.02352,-4.25254,1.07325,8.76336,0.20400,0.01832,-0.01759
0.04255,1.46980,1.15595,9.61065,0.16422,0.01492,0.01949,-4.27496,1.06103,8.77802,0.14251,-0.00008,-0.00299
0.05507,1.47974,1.16050,9.59331,0.15679,-0.01733,0.00160,-4.27965,1.05616,8.77674,0.17507,0.00417,0.02850
0.03510,1.46500,1.18694,9.61757,0.17274,0.00865,-0.02399,-4.26182,1.07059,8.75821,0.18586,0.01239,0.02927
0.00572,1.45526,1.19235,9.61492,0.16921,-0.01088,-0.01630,-4.27588,1.08391,8.76979,0.17111,0.00469,0.00969
